"date","Tamil Nadu/Airport Quarantine","Tamil Nadu/Airport quarantine","Tamil Nadu/Ariyalur","Tamil Nadu/CHENNAI","Tamil Nadu/Chengalpattu","Tamil Nadu/Chennai","Tamil Nadu/Coimbatore","Tamil Nadu/Cuddalore","Tamil Nadu/Dharmapuri","Tamil Nadu/Dindigul","Tamil Nadu/Erode","Tamil Nadu/KARUR","Tamil Nadu/Kallakurichi","Tamil Nadu/Kancheepuram","Tamil Nadu/Kanyakumari","Tamil Nadu/Karur","Tamil Nadu/Krishnagiri","Tamil Nadu/MADURAI","Tamil Nadu/Madurai","Tamil Nadu/Mayiladuthurai","Tamil Nadu/Nagapattinam","Tamil Nadu/Namakkal","Tamil Nadu/Nilgiris","Tamil Nadu/Other State","Tamil Nadu/Perambalur","Tamil Nadu/Pudukkottai","Tamil Nadu/Railway Quarantine","Tamil Nadu/Ramanathapuram","Tamil Nadu/Ranipet","Tamil Nadu/Salem","Tamil Nadu/Sivaganga","Tamil Nadu/TENKASI","Tamil Nadu/Tenkasi","Tamil Nadu/Thanjavur","Tamil Nadu/Theni","Tamil Nadu/Thiruvallur","Tamil Nadu/Thiruvarur","Tamil Nadu/Thoothukkudi","Tamil Nadu/Tiruchirappalli","Tamil Nadu/Tirunelveli","Tamil Nadu/Tirupathur","Tamil Nadu/Tiruppur","Tamil Nadu/Tiruvannamalai","Tamil Nadu/Vellore","Tamil Nadu/Viluppuram","Tamil Nadu/Virudhunagar","Tamil Nadu/chengalpattu","Tamil Nadu/chennai"
"2020-06-09","   .00 %","","   .00 %","","   .00 %","  7.51 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 33.33 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","  7.14 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-06-10","   .00 %","","",""," 23.08 %","  6.99 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-06-11","   .00 %","","   .00 %",""," 12.50 %","  7.76 %","   .00 %","   .00 %","","   .00 %","","","   .00 %"," 25.00 %","   .00 %","","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-06-12","   .00 %","","   .00 %",""," 11.11 %","  5.68 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  6.25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-06-13","   .00 %","","   .00 %","","  5.00 %","  8.24 %","-##.## %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 23.53 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 50.00 %","   .00 %"," ##.## %","   .00 %","",""
"2020-06-14","   .00 %","","   .00 %","","  4.76 %","  9.93 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %",""," 50.00 %","","   .00 %","","","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  4.76 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %"," 50.00 %","   .00 %","",""
"2020-06-15","   .00 %","","   .00 %",""," 13.64 %"," 10.54 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 22.73 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-06-16","   .00 %","","   .00 %",""," 12.00 %"," 10.90 %","   .00 %","   .00 %","","   .00 %","","","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %",""," 33.33 %","","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-06-17","   .00 %","","   .00 %",""," 10.71 %","  9.58 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","","   .00 %"," 28.57 %","   .00 %","   .00 %","   .00 %",""," 25.00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","",""
"2020-06-18","   .00 %","","   .00 %",""," 16.13 %","  8.97 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  3.23 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %"," 25.00 %","   .00 %","",""
"2020-06-19","   .00 %","","   .00 %","","  8.33 %","  5.76 %","   .00 %"," 50.00 %","   .00 %"," 50.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %",""," 20.00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  3.12 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-06-20","   .00 %","","   .00 %",""," 10.26 %","  5.84 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 16.67 %","","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  3.03 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %"," 20.00 %","   .00 %","",""
"2020-06-21","   .00 %","","   .00 %","","  9.30 %","  7.72 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  8.82 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %"," 16.67 %","   .00 %"," 33.33 %","   .00 %","",""
"2020-06-22","   .00 %","","   .00 %","","  8.51 %","  3.75 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 22.22 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 13.51 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","",""
"2020-06-23","   .00 %","","   .00 %","","  7.84 %","  3.62 %","   .00 %"," 66.67 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 18.18 %","   .00 %","   .00 %","   .00 %",""," 14.29 %","","   .00 %","   .00 %","   .00 %","","   .00 %"," ##.## %","   .00 %"," 50.00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","  4.76 %","   .00 %","   .00 %"," ##.## %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-06-24","   .00 %","","   .00 %","","  5.45 %","  3.65 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 23.08 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %"," ##.## %","   .00 %","","   .00 %","   .00 %","   .00 %","  2.27 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-06-25","   .00 %","","   .00 %","","  8.62 %","  3.98 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 25.00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 13.33 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %"," 42.86 %","   .00 %","   .00 %"," ##.## %","",""
"2020-06-26","   .00 %","","   .00 %","","  4.76 %","  5.30 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  6.25 %","   .00 %","   .00 %","   .00 %",""," 20.00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  7.84 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-10.00 %","   .00 %","   .00 %"," 33.33 %","",""
"2020-06-27","   .00 %","","   .00 %",""," 10.61 %","  6.43 %","   .00 %","   .00 %","   .00 %"," 33.33 %"," ##.## %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 58.33 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","","   .00 %","   .00 %","   .00 %","  5.45 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %"," 25.00 %","",""
"2020-06-28","   .00 %","","   .00 %","","  6.85 %","  4.34 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","","   .00 %","  5.88 %","   .00 %","","   .00 %",""," 26.32 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 50.00 %"," 50.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  5.17 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","  9.09 %","   .00 %","",""
"2020-06-29","   .00 %","","   .00 %","","  8.97 %","  4.66 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %",""," ##.## %","  5.56 %","   .00 %","   .00 %","   .00 %",""," 16.67 %","","   .00 %","   .00 %","   .00 %","","   .00 %"," 50.00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  8.20 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %"," 20.00 %","",""
"2020-06-30","   .00 %","","   .00 %","","  5.88 %","  5.05 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  5.26 %","   .00 %","   .00 %","   .00 %",""," 10.71 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %"," 50.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  4.55 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  8.33 %","   .00 %","",""
"2020-07-01","   .00 %","","   .00 %","","  2.22 %","  4.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 10.00 %","   .00 %"," ##.## %","   .00 %",""," 22.58 %","","   .00 %","","   .00 %","",""," 33.33 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," ##.## %","  7.25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","",""
"2020-07-02","   .00 %","","","","  2.17 %","  3.83 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  9.09 %","   .00 %","   .00 %","   .00 %",""," 10.53 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %"," ##.## %","","   .00 %"," ##.## %"," 50.00 %","  6.76 %","   .00 %","   .00 %","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.69 %","   .00 %","",""
"2020-07-03","   .00 %","","",""," 10.64 %","  3.37 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 33.33 %",""," 50.00 %","  4.17 %","   .00 %","   .00 %","   .00 %",""," 19.05 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %"," 21.43 %","   .00 %"," 33.33 %","   .00 %","","   .00 %","   .00 %"," 33.33 %","  3.80 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %","   .00 %","  7.14 %","   .00 %","",""
"2020-07-04","   .00 %","","   .00 %","","  4.81 %","  3.77 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 16.00 %"," ##.## %","   .00 %","   .00 %",""," 12.00 %","","   .00 %","   .00 %","   .00 %","","   .00 %"," 25.00 %","   .00 %"," 11.76 %"," 33.33 %"," 25.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  2.44 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %"," 16.67 %"," 66.67 %","   .00 %","   .00 %","",""
"2020-07-05","   .00 %","","   .00 %","","  7.34 %","  2.06 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 33.33 %"," 10.34 %"," 50.00 %"," 50.00 %","   .00 %","","  8.93 %","","   .00 %","   .00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %","  5.26 %"," 25.00 %","   .00 %"," 75.00 %","","   .00 %","   .00 %"," 50.00 %"," 11.90 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.14 %","   .00 %","   .00 %"," 14.29 %","",""
"2020-07-06","   .00 %","","   .00 %","","  7.69 %","  2.69 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  9.38 %","   .00 %","   .00 %","   .00 %",""," 11.48 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  6.38 %","   .00 %"," 50.00 %"," 25.00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  6.67 %"," 12.50 %","",""
"2020-07-07","   .00 %","","   .00 %","","  6.35 %","  3.56 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %",""," 11.76 %","","   .00 %","   .00 %","","","","   .00 %","","  4.76 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.11 %","",""
"2020-07-08","   .00 %","","   .00 %","","  1.49 %","  2.35 %"," 50.00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","","   .00 %","  5.71 %","   .00 %","   .00 %"," 50.00 %",""," 11.84 %","","   .00 %","   .00 %","   .00 %","","   .00 %"," 16.67 %","","  4.55 %"," ##.## %"," 20.00 %"," 28.57 %","","   .00 %"," 50.00 %"," 66.67 %","  5.71 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2020-07-09","   .00 %","","   .00 %","","  5.15 %","  2.03 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  5.41 %","   .00 %","   .00 %","   .00 %",""," 10.59 %","","   .00 %","   .00 %","   .00 %","","   .00 %"," 14.29 %","   .00 %"," 21.74 %","   .00 %"," 16.67 %","   .00 %","","   .00 %"," 66.67 %","   .00 %","  5.41 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","",""
"2020-07-10","   .00 %","","   .00 %","","  4.90 %","  2.34 %"," ##.## %","   .00 %","   .00 %","   .00 %"," 25.00 %","","   .00 %","  5.13 %","   .00 %","   .00 %"," 33.33 %","","  6.38 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 14.29 %","   .00 %","   .00 %"," 22.22 %","","   .00 %","   .00 %"," 30.00 %","   .85 %","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.25 %"," 10.00 %","",""
"2020-07-11","   .00 %","","   .00 %","","  1.33 %","  2.12 %"," 33.33 %"," 20.00 %","   .00 %","   .00 %","   .00 %",""," 25.00 %","  9.76 %"," 25.00 %"," 33.33 %","   .00 %",""," 10.00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 15.38 %","  3.39 %","   .00 %"," 50.00 %"," 25.00 %"," 11.11 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","  9.09 %","",""
"2020-07-12","   .00 %","","   .00 %","","  2.63 %","  2.65 %"," 12.50 %","   .00 %","   .00 %","   .00 %"," 20.00 %",""," 20.00 %","  6.67 %"," 20.00 %","   .00 %","   .00 %","","  4.55 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","  6.25 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 20.00 %"," 13.33 %","  4.10 %","   .00 %"," 33.33 %","  6.67 %"," 10.00 %","   .00 %","   .00 %","  4.76 %","   .00 %","   .00 %"," 33.33 %","",""
"2020-07-13","   .00 %","","","","  4.49 %","  1.94 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  6.25 %","   .00 %"," 25.00 %"," 25.00 %","","  3.48 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %",""," 11.76 %","   .00 %"," 28.57 %"," 27.27 %",""," ##.## %"," 50.00 %","  5.88 %","  1.57 %","   .00 %"," 16.67 %"," 31.25 %","   .00 %","   .00 %"," 50.00 %","  4.55 %","   .00 %","   .00 %","  6.25 %","",""
"2020-07-14","   .00 %","","   .00 %","","  2.45 %","  1.43 %"," 11.11 %","   .00 %","   .00 %"," 57.14 %","   .00 %","","   .00 %","  1.96 %"," 66.67 %","   .00 %"," 40.00 %","","  3.36 %","","   .00 %","   .00 %","   .00 %","","   .00 %"," 12.50 %","","   .00 %","   .00 %","   .00 %"," 28.57 %",""," 50.00 %"," 22.22 %","  5.56 %","  3.10 %","   .00 %","  7.14 %"," 28.57 %","   .00 %","   .00 %"," 33.33 %","  4.35 %"," 80.00 %","  5.88 %"," 11.76 %","",""
"2020-07-15","   .00 %","","   .00 %","","  1.80 %","  1.80 %"," 10.00 %","   .00 %","   .00 %"," 45.45 %"," 16.67 %",""," 66.67 %","  3.85 %"," 40.00 %","   .00 %","   .00 %","","  4.07 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  2.63 %","   .00 %","   .00 %"," 16.67 %","","   .00 %","  9.09 %"," 10.53 %","   .75 %","   .00 %"," 13.33 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.17 %"," 44.44 %"," 11.11 %"," 15.79 %","",""
"2020-07-16","   .00 %","","   .00 %","","  2.35 %","  1.77 %","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  5.56 %","  7.14 %"," 20.00 %"," 14.29 %","","  3.91 %","","   .00 %","   .00 %","   .00 %","","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %"," 22.22 %","  4.76 %","","   .00 %","  8.33 %"," 14.29 %","  5.22 %","   .00 %"," 11.76 %"," 11.11 %","   .00 %","   .00 %","   .00 %","  4.00 %"," 30.77 %"," 15.00 %","  9.09 %","",""
"2020-07-17","   .00 %","","   .00 %","","  4.60 %","  2.64 %"," 41.67 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  1.75 %","   .00 %","   .00 %","   .00 %","","  3.01 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 10.26 %","  7.69 %","   .00 %","  4.55 %","","   .00 %","   .00 %","  4.17 %","  4.26 %","   .00 %","  5.26 %"," 10.00 %","   .00 %"," ##.## %","   .00 %"," 15.38 %"," 17.65 %","  4.35 %","   .00 %","",""
"2020-07-18","   .00 %","","   .00 %","","  1.10 %","  2.28 %","  5.88 %","   .00 %","   .00 %"," 12.50 %","   .00 %","","   .00 %","  8.62 %","  6.67 %"," 16.67 %","   .00 %","","  6.57 %","","   .00 %","   .00 %"," ##.## %","","   .00 %"," 10.00 %","   .00 %","  9.30 %","   .00 %"," 27.27 %","  4.35 %","","   .00 %"," 23.08 %"," 16.00 %","  4.76 %","   .00 %","  5.00 %","  3.03 %","   .00 %"," 50.00 %","   .00 %","  6.67 %"," 20.00 %","  4.17 %","  8.33 %","",""
"2020-07-19","   .00 %","","   .00 %","","  4.35 %","  1.94 %"," 11.11 %"," 33.33 %","   .00 %"," 16.67 %","   .00 %",""," 10.00 %","  3.17 %"," 18.75 %","   .00 %"," 25.00 %","","  5.48 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","  2.13 %","   .00 %"," 28.57 %","  4.17 %","","   .00 %","   .00 %","  6.90 %","  3.25 %","   .00 %","  4.76 %","  2.94 %","   .00 %"," 33.33 %","   .00 %","   .00 %","  8.33 %","  4.00 %","  3.85 %","",""
"2020-07-20","   .00 %","","   .00 %","","  3.65 %","  1.55 %"," 10.00 %"," 12.50 %"," ##.## %","   .00 %","   .00 %","","  9.09 %","  4.62 %","  5.26 %","   .00 %","   .00 %","","  3.25 %","","   .00 %","   .00 %","   .00 %",""," ##.## %"," 27.27 %","","  4.17 %","  7.14 %","  5.56 %","   .00 %","","   .00 %","   .00 %","   .00 %","  5.66 %","   .00 %","  4.55 %"," 11.43 %","   .00 %"," 25.00 %"," 25.00 %","   .00 %","  3.85 %","  3.85 %","  3.70 %","",""
