"date","Jharkhand/Bokara","Jharkhand/Bokaro","Jharkhand/Chatra","Jharkhand/Deoghar","Jharkhand/Dhanbad","Jharkhand/Dumka","Jharkhand/East Singhbhum","Jharkhand/Gamla","Jharkhand/Garhwa","Jharkhand/Giridih","Jharkhand/Godda","Jharkhand/Gumla","Jharkhand/Hazaribagh","Jharkhand/Jamtara","Jharkhand/Khunti","Jharkhand/Koderma","Jharkhand/Latehar","Jharkhand/Lohardaga","Jharkhand/Pakur","Jharkhand/Palamu","Jharkhand/Ramgarh","Jharkhand/Ranchi","Jharkhand/Sahibganj","Jharkhand/Saraikela","Jharkhand/Saraikela-Kharsawan","Jharkhand/Simdega","Jharkhand/West Singhbhum"
"2021-03-27","","   .32 %","   .00 %","   .83 %","   .00 %","  2.00 %","   .00 %","","","","   .00 %","  7.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .26 %","  4.44 %","","   .00 %","   .00 %","   .00 %"
"2021-03-28","","   .32 %","","   .83 %","   .19 %","   .00 %","   .06 %","","   .00 %","","","  7.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .34 %","  4.44 %","","","   .00 %","   .00 %"
"2021-03-29","","   .32 %","","   .00 %","   .19 %","   .00 %","   .06 %","","","","   .00 %","","   .00 %","   .00 %","","   .00 %","","","   .00 %","","   .00 %","   .25 %","  4.44 %","","","   .00 %","   .00 %"
"2021-03-30","","   .32 %","","   .00 %","   .19 %","   .00 %","   .06 %","","   .00 %","","   .00 %","  7.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .51 %","  4.44 %","","","   .00 %","   .00 %"
"2021-03-31","","   .00 %","   .00 %","   .00 %","   .19 %","   .00 %","   .06 %","","","   .00 %","   .00 %","  7.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .42 %","  4.44 %","","   .00 %","   .00 %","   .00 %"
"2021-04-01","","   .00 %","   .00 %","   .00 %","   .19 %","  1.82 %","   .06 %","","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .34 %","   .00 %","","","   .00 %","   .00 %"
"2021-04-02","","   .00 %","","   .00 %","   .19 %","  1.82 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .25 %","   .00 %","","","   .00 %","   .00 %"
"2021-04-03","","   .32 %","  1.82 %","   .00 %","   .37 %","  1.82 %","   .06 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .50 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2021-04-04","","   .63 %","  1.82 %","   .00 %","   .74 %","  1.82 %","   .06 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .66 %","   .00 %","","   .00 %","   .00 %","   .00 %"
"2021-04-05","","   .94 %","  1.82 %","   .00 %","   .92 %","  1.82 %","   .17 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.00 %","   .00 %","   .00 %","   .00 %","   .90 %","  1.82 %","","","  3.33 %","   .00 %"
"2021-04-06","","   .94 %","  1.82 %","   .00 %","   .92 %","   .00 %","   .17 %","","   .00 %","  1.43 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.00 %","   .00 %","   .00 %","   .00 %","  1.06 %","  1.82 %","","   .00 %","  3.33 %","   .00 %"
"2021-04-07","","   .94 %","  3.48 %","   .00 %","   .73 %","  1.67 %","   .17 %","","   .00 %","  1.43 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .71 %","   .00 %","  2.00 %","   .00 %","   .00 %","   .00 %","  1.37 %","  1.82 %","","   .00 %","  3.33 %","   .00 %"
"2021-04-08","","   .62 %","  1.67 %","   .00 %","   .55 %","  1.67 %","   .11 %","","   .00 %","  1.43 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .71 %","   .00 %","  2.00 %","   .00 %","   .00 %","   .00 %","  1.59 %","  3.48 %","","   .00 %","  3.33 %","   .00 %"
"2021-04-09","","   .31 %","  3.21 %","   .00 %","   .54 %","  1.67 %","   .28 %","","   .00 %","  1.43 %","   .00 %","  5.36 %","   .00 %","   .00 %","   .00 %","   .71 %","   .00 %","  2.00 %","   .00 %","   .95 %","   .00 %","  1.79 %","  5.02 %","","   .00 %","  3.33 %","   .00 %"
"2021-04-10","","   .61 %","  3.21 %","   .00 %","   .71 %","  3.21 %","   .39 %","","   .00 %","  2.76 %","   .00 %","  5.36 %","   .00 %","   .00 %","   .00 %","   .71 %","   .00 %","   .00 %"," 10.00 %","   .95 %","   .00 %","  1.91 %","  3.21 %","","   .00 %","   .00 %","   .51 %"
"2021-04-11","","   .61 %","  3.21 %","   .00 %","   .88 %","  3.21 %","   .61 %","","   .00 %","  1.33 %","  2.00 %","  2.50 %","   .00 %","   .00 %","   .00 %","   .71 %","   .00 %","   .00 %"," 16.67 %","   .95 %","   .00 %","  2.76 %","  3.21 %","","   .00 %","   .00 %","   .51 %"
"2021-04-12","","   .61 %","  1.54 %","   .00 %","  2.25 %","  1.54 %","   .72 %","","   .00 %","  1.33 %","  2.00 %","  2.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.82 %"," 16.67 %","   .95 %","   .00 %","  3.00 %","  3.21 %","","   .00 %","   .00 %","   .51 %"
"2021-04-13","","  1.19 %","  1.54 %","   .00 %","  2.41 %","  1.54 %","  1.04 %","","   .00 %","  1.33 %","  3.82 %","  2.50 %","  2.29 %","  5.00 %","  2.86 %","   .00 %","   .00 %","  1.82 %"," 16.67 %","   .95 %","  2.31 %","  2.94 %","  1.54 %","","   .00 %","  8.57 %","  1.01 %"
"2021-04-14","","  1.77 %","  1.43 %","   .00 %","  2.84 %","  4.40 %","  1.35 %","","   .00 %","  1.33 %","  3.82 %","   .00 %","  2.80 %","  5.00 %","  2.86 %","  1.38 %","   .00 %","  1.82 %"," 16.67 %","   .00 %","  3.00 %","  2.79 %","   .00 %","","   .00 %"," 10.57 %","  1.01 %"
"2021-04-15","","  1.16 %","  1.43 %","   .80 %","  3.87 %","  2.86 %","  1.34 %","","   .00 %","  2.50 %","  5.48 %","   .00 %","  2.80 %","  9.00 %","  2.86 %","  2.67 %","   .00 %","  1.82 %","  6.67 %","   .00 %","  3.66 %","  2.74 %","   .00 %","","   .00 %"," 12.39 %","   .99 %"
"2021-04-16","","  2.27 %","  1.43 %","   .80 %","  4.27 %","  4.11 %","  1.79 %","","  1.67 %","  4.72 %","  8.10 %","   .00 %","  2.80 %","  9.00 %","  2.86 %","  3.88 %","  5.71 %","  6.82 %","   .00 %","   .91 %","  4.31 %","  2.74 %","  2.86 %","","   .00 %"," 14.06 %","   .99 %"
"2021-04-17","","  3.32 %","  1.43 %","   .80 %","  3.04 %","  5.28 %","  1.98 %","","  3.21 %","  4.72 %","  9.35 %","   .00 %","  2.80 %","  9.00 %","  7.86 %","  4.45 %","  7.94 %","  5.00 %","   .00 %","  1.78 %","  5.56 %","  2.49 %","  5.36 %","",""," 14.06 %","  1.94 %"
"2021-04-18","","  2.74 %","  2.76 %","   .80 %","  3.02 %","  7.51 %","  2.49 %","","  6.06 %","  4.72 %"," 12.24 %","  4.44 %","   .51 %","  4.00 %","  9.00 %","  5.01 %","  9.94 %","  5.00 %","   .00 %","  3.45 %","  4.43 %","  2.74 %","  6.47 %","","   .00 %","  5.48 %","  1.89 %"
"2021-04-19","","  2.91 %","  3.83 %","   .80 %","  2.63 %","  4.65 %","  2.48 %","","  8.56 %","  4.72 %"," 13.19 %","  6.26 %","   .00 %","  4.00 %","  9.00 %","  5.25 %"," 11.75 %","  9.00 %","   .00 %","  3.45 %","  3.74 %","  3.08 %","  7.52 %","","   .00 %","  3.48 %","  2.78 %"
"2021-04-20","","  2.91 %","  3.83 %","   .77 %","  2.06 %","  6.65 %","  2.73 %",""," 10.78 %","  2.22 %"," 12.43 %","  6.26 %","   .00 %","   .00 %","  9.00 %","  5.96 %"," 15.09 %","  9.00 %","   .00 %","  4.21 %","  3.07 %","  3.59 %","  7.52 %","","   .00 %","  1.67 %","  2.72 %"
"2021-04-21","","  1.80 %","  4.94 %","  1.51 %","  2.14 %","  7.22 %","  2.56 %",""," 10.12 %","   .00 %","  9.56 %","  6.26 %","   .00 %","   .00 %"," 10.67 %","  6.11 %","  9.37 %","  5.11 %","   .00 %","  4.05 %","  4.65 %","  3.74 %","  7.66 %","","   .00 %","   .00 %","  4.39 %"
"2021-04-22","","   .99 %","  4.94 %","  2.22 %","  2.50 %","  6.04 %","  2.87 %","","  8.58 %","   .00 %","  9.91 %","  7.93 %","  1.50 %","  3.33 %","  8.74 %","  5.54 %","  8.58 %","  5.11 %","   .00 %","  3.89 %","  8.40 %","  6.09 %","  6.03 %","","  3.33 %"," 10.77 %","  4.20 %"
"2021-04-23","","  1.47 %","  4.66 %","  2.91 %","  2.48 %","  3.82 %","  2.68 %","","","  2.00 %","  6.68 %","  5.02 %","  1.97 %"," 11.90 %","  6.08 %","  7.96 %","  7.91 %","  5.11 %","   .00 %","  2.91 %","  7.62 %","  6.11 %","  6.59 %","","  4.76 %"," 13.77 %","  4.49 %"
"2021-04-24","","  1.18 %","  2.16 %","  4.25 %","  2.92 %","  3.82 %","  2.87 %","","  6.67 %","  2.00 %","  7.80 %","  3.21 %","  3.78 %"," 13.90 %","  7.33 %","  6.34 %","  6.10 %","  2.16 %","   .00 %","  4.91 %"," 10.76 %","  7.87 %","  5.54 %","","  4.76 %"," 13.77 %","  3.96 %"
"2021-04-25","","  1.41 %","  3.16 %","  4.10 %","  2.58 %","  2.65 %","  3.05 %","","  4.17 %","  4.73 %","  7.51 %","  4.63 %","  5.03 %"," 17.54 %","  8.50 %","  6.93 %","  7.76 %","  3.16 %","   .00 %","  5.96 %"," 12.45 %","  8.67 %","  5.54 %","","  8.76 %"," 13.77 %","  4.24 %"
"2021-04-26","","  1.86 %","  3.96 %","  6.39 %","  2.84 %","  1.63 %","  3.09 %","","  1.95 %","  4.73 %","  5.78 %","  5.97 %","  6.21 %"," 17.54 %","  6.84 %","  7.54 %","  8.76 %","  6.81 %","  5.00 %","  8.00 %"," 12.42 %","  9.33 %","  4.07 %",""," 10.98 %"," 16.38 %","  3.92 %"
"2021-04-27","","  2.28 %","  3.96 %","  7.26 %","  2.67 %","  2.40 %","  3.01 %","","   .95 %","  8.73 %","  4.78 %","  5.55 %","  6.93 %"," 20.36 %","  9.32 %","  8.43 %","  9.24 %","  7.58 %","  5.00 %","  8.26 %","  9.95 %","  8.63 %","  3.21 %","","  9.65 %","  7.15 %","  4.11 %"
"2021-04-28","","  2.44 %","  5.51 %","  9.01 %","  3.30 %","  3.14 %","  3.21 %","","  6.41 %"," 10.06 %","  5.65 %","  4.01 %","  8.13 %"," 12.97 %"," 13.20 %","  8.60 %","  9.64 %","  7.58 %","  9.00 %","  8.50 %"," 11.80 %","  9.32 %","  1.54 %",""," 12.77 %","  4.15 %","  4.58 %"
"2021-04-29","","  3.42 %","  5.51 %","  8.11 %","  3.58 %","  3.14 %","  2.97 %","","  5.45 %"," 11.77 %","  5.16 %","  5.19 %","  8.78 %"," 12.08 %"," 16.78 %","  9.83 %"," 10.44 %","  7.27 %","  9.00 %","  7.39 %"," 11.59 %","  8.37 %","  2.97 %",""," 15.73 %","  4.15 %","  5.37 %"
"2021-04-30","","  4.73 %","  6.05 %"," 10.04 %","  4.39 %","  3.02 %","  2.75 %","","  6.17 %","  9.57 %","  5.03 %","  5.98 %","  8.35 %","  8.44 %"," 18.38 %","  7.71 %","  8.52 %"," 10.56 %","  9.00 %","  6.85 %"," 10.48 %","  7.88 %","  2.97 %",""," 11.73 %","  4.15 %","  5.20 %"
"2021-05-01","","  4.99 %","  6.29 %","  7.38 %","  4.58 %","  2.91 %","  3.49 %",""," 10.31 %"," 11.63 %","  7.88 %","  4.65 %","  7.96 %"," 12.65 %"," 19.84 %","  6.87 %","  8.19 %","  6.97 %","  4.00 %","  5.27 %","  9.63 %","  7.14 %","  2.10 %",""," 12.09 %","  2.97 %","  4.90 %"
"2021-05-02","","  4.68 %","  6.29 %","  7.66 %","  5.30 %","  2.14 %","  3.35 %",""," 11.45 %","  9.02 %","  9.36 %","  3.40 %","  7.01 %","  9.11 %"," 16.10 %","  6.41 %","  6.93 %","  8.43 %","  4.00 %","  5.05 %","  7.99 %","  6.14 %","  2.10 %",""," 11.23 %","  1.43 %","  4.95 %"
"2021-05-03","","  4.38 %","  3.68 %","  8.27 %","  6.53 %","  1.40 %","  3.56 %","","  8.70 %","  8.73 %"," 10.03 %","  4.40 %","  7.96 %"," 13.31 %"," 14.22 %","  4.32 %","  7.69 %"," 11.43 %","  3.33 %","  5.94 %","  7.79 %","  6.53 %","  2.10 %","","  8.31 %","  6.10 %","  4.93 %"
"2021-05-04","","  4.60 %","  4.97 %","  7.83 %","  5.92 %","  2.07 %","  4.08 %",""," 11.08 %","  9.28 %","  9.76 %","  4.17 %","  6.55 %"," 12.20 %"," 11.18 %","  3.48 %","  8.00 %"," 11.12 %","  3.33 %","  5.38 %","  6.11 %","  5.57 %","   .67 %","","  6.85 %","  7.18 %","  4.23 %"
"2021-05-05","","  3.83 %","  5.25 %","  7.34 %","  5.39 %","  1.36 %","  4.43 %",""," 12.07 %"," 11.81 %","  9.27 %","  1.95 %","  5.93 %"," 14.63 %","  8.73 %","  3.22 %","  5.98 %"," 10.66 %","  3.33 %","  5.09 %","  5.96 %","  5.22 %","  1.31 %","","  7.31 %","  9.74 %","  4.57 %"
"2021-05-06","","  3.86 %","  3.66 %","  7.23 %","  4.78 %","   .67 %","  3.78 %","","  8.71 %"," 12.70 %","  8.57 %","  1.95 %","  6.33 %"," 10.42 %","  7.91 %","  2.66 %","  5.81 %"," 10.56 %","  3.33 %","  5.14 %","  6.19 %","  4.93 %","   .65 %","","  5.64 %","  8.77 %","  3.94 %"
"2021-05-07","","  4.66 %","  4.75 %","  6.69 %","  4.36 %","  1.31 %","  4.08 %","","  8.32 %"," 13.86 %","  6.48 %","  4.68 %","  5.62 %","  7.81 %","  6.72 %","  3.17 %","  6.63 %","  9.01 %","  3.33 %","  5.27 %","  5.70 %","  4.65 %","  1.27 %","","  5.80 %"," 10.54 %","  3.56 %"
"2021-05-08","","  6.48 %","  9.87 %","  5.37 %","  3.71 %","  2.56 %","  4.32 %","","  6.71 %"," 14.23 %","  4.02 %","  6.08 %","  5.18 %","  4.05 %","  4.60 %","  4.28 %","  6.40 %","  7.98 %","   .00 %","  4.86 %","  4.30 %","  4.30 %","  1.88 %","","  5.81 %","  7.92 %","  3.57 %"
"2021-05-09","","  5.42 %","  8.58 %","  6.28 %","  3.56 %","  2.48 %","  3.64 %","","  4.33 %"," 12.55 %","  2.98 %","  5.84 %","  4.79 %","  4.55 %","  3.10 %","  4.53 %","  5.70 %","  7.84 %","   .00 %","  5.05 %","  3.56 %","  4.34 %","  2.46 %","","  4.69 %","  7.21 %","  3.31 %"
"2021-05-10","","  6.19 %","  6.76 %","  5.96 %","  3.75 %","  3.63 %","  3.51 %","","  5.39 %"," 12.14 %","  4.31 %","  7.22 %","  5.86 %","  5.05 %","  3.61 %","  5.13 %","  6.24 %","  4.60 %","   .00 %","  5.35 %","  3.98 %","  4.76 %","  4.11 %","","  5.33 %","  6.10 %","  2.99 %"
"2021-05-11","","  7.21 %","  6.21 %","  6.89 %","  4.38 %","  4.17 %","  3.58 %","","  7.94 %"," 11.53 %","  3.16 %","  7.87 %","  5.56 %","  7.60 %","  4.05 %","  5.00 %","  7.23 %","  4.96 %","   .00 %","  5.79 %","  3.23 %","  5.03 %","  5.64 %","","  6.18 %","  7.00 %","  3.48 %"
"2021-05-12","","  6.88 %","  5.13 %","  6.14 %","  4.26 %","  4.05 %","  3.29 %","","  8.22 %","  9.86 %","  3.16 %","  5.14 %","  5.43 %","  8.36 %","  3.94 %","  4.35 %","  6.80 %","  4.82 %","   .00 %","  5.57 %","  3.40 %","  4.62 %","  5.02 %","","  5.84 %","  5.54 %","  3.38 %"
"2021-05-13","","  5.69 %","   .82 %","  4.96 %","  3.08 %","  3.31 %","  2.34 %","","  7.38 %","  6.45 %","  2.60 %","  2.74 %","  4.65 %","  6.73 %","  3.22 %","  2.63 %","  4.52 %","  3.37 %","   .00 %","  4.81 %","  3.41 %","  3.78 %","  5.36 %","","  4.52 %","  3.50 %","  2.69 %"
"2021-05-14","","  5.82 %","   .82 %","  4.23 %","  2.92 %","  2.72 %","  2.22 %","","  7.38 %","  6.58 %","  2.33 %","  2.02 %","  4.52 %","  7.33 %","  3.67 %","  2.12 %","  4.44 %","  3.07 %","   .00 %","  4.91 %","  2.91 %","  3.46 %","  5.23 %","","  4.44 %","  4.38 %","  2.83 %"
"2021-05-15","","  4.81 %","   .82 %","  2.67 %","  2.05 %","  1.58 %","  1.84 %","","  5.35 %","  4.77 %","  1.24 %","   .65 %","  3.50 %","  4.74 %","  3.06 %","  1.47 %","  2.84 %","  3.24 %","   .00 %","  4.03 %","  2.37 %","  2.49 %","  2.95 %","","  3.33 %","  3.22 %","  2.60 %"
"2021-05-16","","  3.40 %","   .82 %","  1.65 %","  1.04 %","  2.04 %","  1.30 %","","  2.25 %","  2.44 %","   .47 %","   .00 %","  2.98 %","  2.53 %","  2.21 %","  1.16 %","  1.36 %","  2.06 %","   .00 %","  2.93 %","  1.54 %","  1.68 %","  1.41 %","","  1.58 %","  2.44 %","  1.69 %"
"2021-05-17","","  3.19 %","  1.60 %","  1.08 %","   .75 %","  1.51 %","  1.15 %","","  1.68 %","  1.81 %","   .47 %","  1.25 %","  3.29 %","  2.11 %","  1.93 %","  1.00 %","   .65 %","  1.52 %","   .00 %","  2.46 %","  1.19 %","  1.54 %","  1.41 %","","   .91 %","  2.69 %","  1.64 %"
"2021-05-18","","  2.72 %","   .78 %","   .70 %","   .59 %","  1.00 %","  1.15 %","","  2.11 %","  1.81 %","   .47 %","  1.25 %","  2.01 %","  2.76 %","  2.11 %","   .70 %","   .65 %","  1.24 %","   .00 %","  2.20 %","   .63 %","  1.25 %","   .45 %","","   .60 %","  3.51 %","  1.29 %"
"2021-05-19","","  2.87 %","   .78 %","  1.39 %","   .37 %","  1.00 %","  1.12 %","","  2.99 %","  1.09 %","   .71 %","  2.43 %","  2.08 %","  1.67 %","  1.38 %","   .56 %","   .32 %","  1.24 %","   .00 %","  1.95 %","   .74 %","  1.05 %","   .00 %","","   .89 %","  2.26 %","   .96 %"
"2021-05-20","","  3.03 %","  1.16 %","  1.38 %","   .42 %","  1.00 %","  1.03 %","","  2.68 %","   .66 %","  1.16 %","  3.54 %","  2.06 %","  1.96 %","  2.02 %","   .56 %","   .32 %","   .72 %","   .00 %","  1.72 %","   .52 %","   .97 %","   .44 %","","  1.17 %","  1.97 %","   .79 %"
"2021-05-21","","  3.06 %","  1.53 %","  1.37 %","   .42 %","   .00 %","  1.16 %","","  2.45 %","   .66 %","  1.14 %","  3.54 %","  1.91 %","  1.93 %","  2.00 %","   .42 %","   .32 %","  1.18 %","   .00 %","  1.13 %","   .52 %","   .87 %","   .44 %","","  1.45 %","  1.91 %","   .95 %"
"2021-05-22","","  2.75 %","   .75 %","  1.37 %","   .26 %","   .48 %","  1.05 %","","  2.19 %","   .39 %","  1.58 %","  2.29 %","  1.51 %","  1.60 %","  1.98 %","   .41 %","   .00 %","  1.64 %","   .00 %","  1.12 %","   .82 %","   .86 %","   .44 %","","  1.16 %","  1.86 %","   .62 %"
"2021-05-23","","  2.47 %","   .75 %","  1.52 %","   .36 %","   .48 %","   .87 %","","  1.71 %","   .39 %","  1.58 %","  2.29 %","  1.72 %","   .94 %","  1.30 %","   .27 %","   .00 %","  1.40 %","   .00 %","   .92 %","   .82 %","   .75 %","   .88 %","","  1.16 %","  1.29 %","   .61 %"
"2021-05-24","","  1.87 %","   .75 %","   .81 %","   .47 %","   .48 %","   .85 %","","  1.03 %","   .39 %","  1.78 %","  1.11 %","  1.13 %","   .94 %","  1.71 %","   .41 %","   .00 %","  1.40 %","   .00 %","   .72 %","   .81 %","   .70 %","   .88 %","","   .57 %","  1.54 %","   .76 %"
"2021-05-25","","  1.31 %","   .37 %","   .65 %","   .41 %","   .48 %","   .76 %","","   .61 %","   .00 %","  1.09 %","   .00 %","  1.11 %","   .91 %","  1.03 %","   .27 %","   .00 %","  1.38 %","   .00 %","   .54 %","   .91 %","   .57 %","   .43 %","","   .56 %","  1.54 %","   .76 %"
"2021-05-26","","   .94 %","   .00 %","   .49 %","   .36 %","   .94 %","   .58 %","","   .61 %","   .00 %","   .87 %","   .00 %","  1.10 %","   .61 %","   .82 %","   .27 %","   .00 %","   .68 %","   .00 %","   .54 %","   .91 %","   .51 %","   .43 %","","   .28 %","  1.25 %","   .75 %"
"2021-05-27","","   .72 %","   .00 %","   .49 %","   .41 %","   .47 %","   .50 %","","   .61 %","   .00 %","   .43 %","   .00 %","   .87 %","   .61 %","   .81 %","   .14 %","   .00 %","   .44 %","   .00 %","   .36 %","   .40 %","   .46 %","   .43 %","","   .55 %","   .74 %","   .60 %"
"2021-05-28","","   .57 %","   .00 %","   .48 %","   .31 %","   .47 %","   .38 %","","   .40 %","   .00 %","   .43 %","   .53 %","   .64 %","   .61 %","  1.01 %","   .14 %","   .00 %","   .44 %","   .00 %","   .36 %","   .30 %","   .41 %","   .00 %","","   .55 %","   .49 %","   .74 %"
"2021-05-29","","   .28 %","   .00 %","   .32 %","   .25 %","   .47 %","   .34 %","","   .20 %","   .00 %","   .00 %","  1.04 %","   .64 %","   .61 %","   .60 %","   .00 %","   .32 %","   .44 %","   .00 %","   .35 %","   .29 %","   .32 %","   .00 %","","   .55 %","   .48 %","   .59 %"
"2021-05-30","","   .21 %","   .00 %","   .32 %","   .20 %","   .47 %","   .30 %","","   .20 %","   .00 %","   .21 %","  1.04 %","   .53 %","   .00 %","   .40 %","   .00 %","   .32 %","   .22 %","   .00 %","   .35 %","   .10 %","   .44 %","   .00 %","","   .27 %","   .72 %","   .44 %"
"2021-05-31","","   .21 %","   .00 %","   .32 %","   .15 %","   .00 %","   .36 %","","   .20 %","   .00 %","   .21 %","  1.04 %","   .32 %","   .00 %","   .40 %","   .00 %","   .32 %","   .22 %","   .00 %","   .53 %","   .19 %","   .39 %","   .00 %","","   .27 %","   .71 %","   .29 %"
"2021-06-01","","   .14 %","   .00 %","   .32 %","   .10 %","   .00 %","   .36 %","","   .00 %","   .00 %","   .21 %","  1.04 %","   .32 %","   .00 %","   .20 %","   .00 %","   .63 %","   .00 %","   .00 %","   .53 %","   .19 %","   .36 %","   .00 %","","   .00 %","   .71 %","   .44 %"
"2021-06-02","","   .07 %","   .00 %","   .16 %","   .15 %","   .00 %","   .34 %","","   .00 %","   .00 %","   .21 %","   .51 %","   .21 %","   .00 %","   .00 %","   .00 %","   .63 %","   .00 %","   .00 %","   .35 %","   .19 %","   .34 %","   .00 %","","   .00 %","   .71 %","   .14 %"
"2021-06-03","","   .14 %","   .00 %","   .16 %","   .15 %","   .00 %","   .32 %","","   .00 %","   .00 %","   .21 %","   .00 %","   .31 %","   .00 %","   .00 %","   .00 %","   .31 %","   .00 %","   .00 %","   .17 %","   .19 %","   .32 %","   .00 %","","   .00 %","   .94 %","   .14 %"
"2021-06-04","","   .14 %","   .00 %","   .16 %","   .20 %","   .00 %","   .34 %","","   .20 %","   .13 %","   .00 %","   .00 %","   .31 %","   .00 %","   .00 %","   .00 %","   .31 %","   .00 %","  2.86 %","   .17 %","   .19 %","   .20 %","   .00 %","","   .00 %","   .70 %","   .29 %"
"2021-06-05","","   .21 %","   .00 %","   .31 %","   .25 %","   .00 %","   .22 %","","   .20 %","   .13 %","   .00 %","   .00 %","   .42 %","   .00 %","   .00 %","   .00 %","   .31 %","   .00 %","  5.36 %","   .00 %","   .10 %","   .19 %","   .00 %","","   .27 %","   .47 %","   .57 %"
"2021-06-06","","   .21 %","   .00 %","   .31 %","   .25 %","   .00 %","   .20 %","","   .20 %","   .13 %","   .00 %","   .00 %","   .41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .22 %","  7.58 %","   .00 %","   .10 %","   .18 %","   .00 %","","   .27 %","   .69 %","   .43 %"
"2021-06-07","","   .21 %","   .00 %","   .16 %","   .25 %","   .00 %","   .19 %","","   .39 %","   .13 %","   .00 %","   .00 %","   .52 %","   .00 %","   .00 %","   .00 %","   .00 %","   .43 %","  7.58 %","   .00 %","   .10 %","   .09 %","   .43 %","","   .27 %","   .69 %","   .43 %"
"2021-06-08","","   .14 %","   .00 %","   .16 %","   .20 %","   .00 %","   .24 %","","   .59 %","   .13 %","   .00 %","   .00 %","   .41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .65 %","  7.58 %","   .17 %","   .00 %","   .14 %","   .01 %","","   .27 %","   .23 %","   .43 %"
"2021-06-09","","   .14 %","   .00 %","   .16 %","   .15 %","   .00 %","   .20 %","","   .39 %","   .00 %","   .00 %","   .00 %","   .31 %","   .00 %","   .00 %","   .00 %","   .00 %","   .65 %","  6.72 %","   .17 %","   .00 %","   .11 %","   .01 %","","   .27 %","   .23 %","   .29 %"
"2021-06-10","","   .07 %","   .00 %","   .00 %","   .15 %","   .00 %","   .18 %","","   .39 %","   .00 %","   .00 %","   .00 %","   .20 %","   .00 %","   .00 %","   .00 %","   .00 %","   .65 %","  6.04 %","   .17 %","   .00 %","   .09 %","   .01 %","","   .00 %","   .23 %","   .14 %"
"2021-06-11","","   .14 %","   .00 %","   .00 %","   .10 %","   .00 %","   .15 %","","   .39 %","   .00 %","   .00 %","   .00 %","   .10 %","   .00 %","   .00 %","   .00 %","   .00 %","   .43 %","  3.82 %","   .17 %","   .00 %","   .08 %","   .01 %","","   .00 %","   .00 %","   .14 %"
"2021-06-12","","   .14 %","   .00 %","   .00 %","   .05 %","   .00 %","   .13 %","","   .19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .21 %","  3.82 %","   .17 %","   .00 %","   .08 %","  -.42 %","","   .00 %","   .00 %","   .14 %"
"2021-06-13","","   .14 %","   .00 %","   .00 %","   .05 %","   .00 %","   .04 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.82 %","   .00 %","   .10 %","   .02 %","   .00 %","","   .00 %","   .00 %","   .14 %"
"2021-06-14","","   .07 %","   .00 %","   .00 %","   .05 %","   .00 %","   .04 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .10 %","   .02 %","   .00 %","","   .00 %","   .00 %","   .14 %"
"2021-06-15","","   .07 %","   .00 %","   .00 %","   .00 %","   .00 %","   .04 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .20 %","   .00 %","   .00 %","   .21 %","  1.82 %","   .00 %","   .10 %","   .02 %","   .00 %","","   .00 %","   .00 %","   .00 %"
